token,count
incompetent,12
governance,4
kana,1
pisit,1
biji,1
sesetengah,3
pihak,9
senang,9
masuk,15
students,6
odl,7
akses,1
internet,4
phone,4
banyak,30
berdiri,3
melawan,4
ditindas,6
depan,11
nampak,10
mampukah,1
kembali,1
dulu,15
terang2,1
penipuan,1
rasuah,7
naik,19
pangkat,6
langgar,7
berkorban,1
separuh,3
industri,6
ditutup,2
kilang,12
buka,12
lembab,1
“bantuan”,1
tabung,1
bersara,1
saman,2
merata,1
pada,6
memberi,3
bantuan,14
menerima,1
terlalu,21
dipijak,2
lali,1
tolong,6
pls,2
new,7
hadap,12
politician,5
selfish,8
kroni,4
kabel,1
pemikiran,2
lapuk,1
menyampah,3
seniority,1
ubah,2
kesian,9
akan,15
datang,6
begini,2
sanggup,9
marhaen,4
competent,4
collateral,1
damage,1
sakit,5
hati,14
salah,7
gaji,26
sibuk,4
kayakan,2
keturunan,4
pegang,3
sikit²,1
perangai,4
sempudal,1
nasib,7
terus,12
itu,8
terima,4
kasih,2
edge,1
giving,4
help,6
batil,1
lawan,50
alquran,1
turun,13
membawa,2
kebenaran,2
itulah,2
nabi,1
rasul,1
sampaikan,1
kat,18
frontliners,6
berniaga,3
recover,1
baca,4
maki,1
curah,1
air,4
daun,1
keladi,1
langsung,12
xde,13
perubahan,4
makin,24
bebal,2
menyakitkan,1
enforcement,1
people’,1
health,11
utmost,1
focus,2
care,7
terms,1
financial,3
education,4
food,1
gov,10
works,1
mere,1
symbol,1
cause,1
current,4
aren’,2
can’,3
expect,2
come,4
plans,1
pembangkang,12
ikat,2
perut,6
kerja,46
bil,2
atas,9
meja,1
doktor,2
misi,1
peluh,1
menitis,1
utk,18
diisi,1
tuli,2
perlu,10
kan,16
pemimpin,30
direction,2
heading,2
bad,3
nation,2
tenat,5
vvip,1
kisah,5
pasal,3
get,9
ride,1
rethink,1
approach,1
govt,9
put,1
tersangat,1
syed,3
takda,7
rakyat2,1
terseksa,2
tentu,1
perniagaan,1
tetap,5
kes2,2
sangat,19
tinggi,10
orang2,3
mendengar,3
luahan,1
bising,2
tahan,5
clear,2
brainless,2
holding,1
post,1
cant,1
see,12
hope,6
continue,3
ruling,1
cucu,4
menikmati,1
min,1
rm1,2
hutan,1
ditarah,1
tinggal,1
tahun,16
dtg,1
berhak,3
jungle,1
tracking,1
dpt,17
tanpa,6
cable,3
merasuah,1
sikda,1
hasil,8
terbuang,1
dirumah,1
sahaja,2
light,1
end,3
tunnel,1
buat2,1
dipolitikkan,2
clean,1
administration,2
run,2
stability,2
also,4
fight,12
youths,1
jadi,28
kontrak,2
kkm,2
dilayan,2
lain,15
mana,14
’,6
equal,1
races,1
gelap,2
nampaknya,1
habis,10
nanti,7
pru,8
pula,6
balik,10
variant,1
delta,1
letih,9
meniaga,2
alang2,1
beli,9
sebaya,1
dose,1
penatt,1
stress,8
gajii,1
potong,2
puluh2,1
ribu,2
goyang,1
adil,6
situ,1
hari2,1
tgk,5
menteri2,12
berlagak,2
lupe,2
lupa,6
tanggungjawab,5
universiti,3
belajar,13
online,17
sem,2
destini,1
bangsa…ehh,1
tagline,1
kereta,3
elektrik,1
tertunggak,1
bekerja,4
harapan,2
semakin,12
tipis,1
keangkuhan,2
sifat,3
termasuk,1
penyalahgunaan,1
wang,3
mengkayakan,1
depa…,1
profesional,1
integriti,1
zalim,3
prihatin,1
ikhlas,1
paling,10
sekali,2
biasness,1
mco,3
cmco,1
limit,2
pitiful,1
distribution,1
shameful,2
insensitive,2
remarks,1
overall,1
incompetency,4
govern,2
berpijak,1
bumi,1
nyata,1
ali,2
ikut,6
orang²,2
tuan,5
pkpb,1
already,3
fully,2
follow,3
imposed,1
ministers,4
following,1
sops,3
purpose,1
staying,3
home,8
half,1
year,8
studies,2
even,13
discount,1
uni,3
start,5
governing,1
instead,2
shaking,1
legs,1
nothing,11
enjoying,1
life,9
account,1
suffering,13
understand,4
livelihood,3
affected,4
due,4
changes,2
move,3
forward,3
lantik,1
zul,1
bagus,4
bnda,1
bidang,2
kpm,1
dsb,1
puas,1
knp,1
jemin,2
dlu,1
oku,2
smpai,4
ank,2
warga,2
emas,1
frontliner,6
stop,1
unnecessary,2
censorship,1
body,2
pudar,2
didengari,2
kehilangan,4
dipandang,3
enteng,2
boomers,2
stupid,5
minister,1
tadbir,5
since,7
touch,1
plus,3
graduan,1
sikit,2
jaminan,1
graduate,2
last,5
malaysian,10
youth,1
fail,2
time,20
leave,3
noktah,2
segala,4
sudut,1
keseluruhan,1
bagi,15
mudarat,1
kepada,11
jika,7
kekal,1
xlarat,1
super,1
ring,1
supaya,3
banggang,1
didnt,1
elect,1
leader,3
dont,5
make,10
rakyats,3
lives,11
miserable,1
slow,5
uncoordinated,1
narcissistic,1
accountability,3
blames,1
others,1
suffer,4
grossly,1
mishandled,1
pandemic,14
summarise,1
thread,2
makpak,1
punya,4
tuisyen,1
satu,12
rambut,1
rimassssss,1
cekap,4
tegas,1
laa,3
jawatan,9
atok2,1
gila,14
xtakut,1
agaknya,3
balasan,1
selama,3
kononnya,2
membantu,4
walhal,4
sebaliknya,1
kemiskinan,1
berleluasa,1
mata,6
pencarian,1
bunuh,8
berfikir,1
disaat,1
rasanya,2
menang,4
lelah,2
student,11
tertindas,1
yuran,7
pengajian,1
penuh,5
class,3
parents,1
dibuang,2
sia,6
diploma,2
degree,8
memory,1
badan,2
action,1
situasi,2
literally,3
berkurung,4
produktif,1
semangat,3
future,9
yet,4
angry,1
ignore,1
could,4
stay,4
power,13
powerless,1
entahlah,1
kerusi,3
hipokrit,3
tambah,4
kibar,1
bendera,7
putih,5
nauzubillah,1
sokmo,1
pemerintah,7
kte,4
biasa,2
dorg,4
mangsa,2
alahai,1
kdg2,1
btul2,1
gantung,1
tlong,1
kwn2,1
xdpt,1
skg,1
sedih,5
xnak,2
teruskan,5
hdup,1
dahh,1
wehh,1
craving,1
nii,1
dlm,10
perott,1
kabinet,5
wakil,4
pelajar,5
sekolah,6
menengah,1
common,1
sense,4
cuma,6
korupsi,2
sana,5
dikurung,1
haiwan,2
peliharaan,1
maukan,1
merdeka,4
janganlah,1
biarkan,2
dijajah,1
oleh,21
uncertain,1
credibility,1
uphold,1
leaders,12
shame,1
performing,1
injustices,1
towards,3
know,5
reached,1
limits,1
meleset,1
“point,1
return”,1
cicit,1
negara2,2
jiran,1
dirosakkan,1
korup,3
70an,1
80an,1
‘hero’,1
disia,1
siakan,1
begitu,3
mudah,2
menyalahkan,1
ulang,3
menjadi,5
barisan,3
contoh,1
kepimpinan,4
tauladan,1
melanggar,2
peraturan,1
dilepaskan,1
hukuman,2
setimpal,2
kesengsaraan,2
perli,1
agamawan,2
dok,3
sokong,5
dorang,7
propa,1
acah2,1
mak,6
enon,1
sehinggalah,1
berumur,1
terjejas,5
akibat,5
atasan…kebebasan,1
bersuara,4
initiatives,1
dianggap,1
simbol,1
menjatuhkan,1
semangnya,1
memerlukan,2
pertolongan,2
lps,2
tsmy,1
ajak,2
ramai2,1
kecam,3
majoriti,3
muhyiddin,2
putus,3
asa,3
turn,4
berhutang,1
100,2
pendptan,1
org2,2
function,7
sebenarnya,3
lgi,1
partime,1
bapa,1
hantar,3
lepastu,5
polis,3
ckp,3
sorg,1
dibenarkan,2
pundek,1
betulla,1
berhenti,1
lesen,1
leastu,1
faham,3
logik,3
polisi,2
terhadap,6
lihat,2
ditadbir,1
dilapisi,1
minda,1
anjakan,1
paradigma,1
total,6
bosan,2
cara,8
menggunakan,4
taktik,1
divide,1
conquer,1
urusan,1
mohon,4
permit,1
pas,4
lulus,1
alasan,4
inform,1
kelonggaran,1
consider,1
beri,2
kelulusan,1
harini,3
update,1
mkn,5
kaya,4
diugut,2
dipaksa,1
hak,2
dilunaskan,1
pandai,5
dibuat,3
main,8
otak,14
anda,4
bersangka,1
baiklah,1
buang,4
diperintah,3
sekumpulan,2
budak,6
tadika,3
bangsa,2
meneruskan,2
starter,1
adalan,1
prn,7
2020,3
waktu,4
harian,1
angka,2
selepas,1
pilihan,1
raya,1
mendadak,1
taktau,1
lambat,5
kucar,1
kacir,1
shown,2
true,2
colours,1
years,5
favoritism,1
cronyism,2
standards,5
huge,1
gap,1
among,1
racial,1
bias,1
still,12
thing,6
revamp,1
system,8
undang2,6
berkhidmat,1
pengecut,1
geng2,2
bangka,1
masing2,3
membuncitkan,1
sedia,1
buncit,1
trying,1
keep,6
money,4
rolling,1
crying,1
sleep,1
elok,2
honestly,1
bangun,3
berita,3
tentang,2
rutin,1
berterusan,2
parlimen,13
kebajikan,4
dijaga,1
kompaun,2
sesuka,2
effective,1
melancong,2
luar,6
useless,1
ade,4
plak,2
bela,2
tauke2,1
keuntungan,2
sesak,1
kanak2,1
kabir,1
pdpr,4
keberkesanannya,1
penyedap,1
telinga,2
economy,3
democracy,2
weird,1
gain,1
sad,2
happening,2
haram,5
nih,1
budu,2
diorang,8
potongan,1
walaupun,5
kadangkala,1
pensyarah,1
tugasan,1
kampus,2
tersebut,1
dimanfaatkan,1
perkara,4
mustahak,1
pembelian,1
peranti,1
pelan,2
cinta,2
comment,1
luah,1
cemana,1
kahkahkah,1
dasar,1
pintu,6
belakang,7
berhati,1
proud,1
dosa,1
terbesar,2
islam,4
ialah,2
ganjaran,1
siapa,4
betul2,1
niatnya,1
kabur,1
menghadap,2
perlawanan,1
berkesudahan,1
apabila,6
bersalah,2
berkerja,1
keras,2
bantu,4
dihukum,1
pkpbbxjsiwnxbjw,1
sudahnya,1
kesusahan,5
almost,4
months,3
mean,2
“totally,1
full,3
lockdown”,1
result,1
kamu,4
kongsikan,1
enrolled,1
feb,1
scheduled,1
date,1
driving,3
crazy,2
ones,4
seated,1
high,2
places,1
fly,1
enjoy,3
like,10
going,8
plight,1
rise,1
suicide,5
cases,11
muak,4
bout,1
keeping,1
politicians,6
away,4
soal,1
sacrifice,2
everything,10
lampin,1
tahi,1
tukar,5
biar,4
fucked,1
another,2
level,2
thousands,1
died,1
dying,7
abusing,1
law,7
stucked,2
loophole,1
called,4
exit,4
strategy,3
depressed,3
cari,7
uruskan,3
permohonan,1
kad,1
pengenalan,1
dua,9
hal,3
laju,3
suggestion,1
please,2
undi,7
memana,1
hahahaha,1
fair,2
tah,1
pape,1
aritu,1
‍♂️,3
pakcik,1
siap,2
dusun,1
sambil,2
hisap,1
rokok,1
john,1
tgn,1
hello,1
sir,1
final,1
hard,3
college,1
classes,3
find,2
internship,1
got,5
placement,1
travelling,1
public,2
transport,1
share,3
experience,1
sesiapa,2
join,4
hands,1
submit,1
balance,1
dibantu,1
semenanjung,1
sarawak,1
kiv,2
laptop,3
perihatin,2
penutupan,1
sektor,1
antara,6
kayangan,9
kasta,1
bawahan,1
adanya,1
muka,2
letak,4
malah,3
mengaku,2
corrupt,3
nepotism,1
kleptocracy,1
everyday,5
pakai,5
statement,4
pengorbanan,1
memperjudikan,1
kejap,5
sales,1
minta,1
moratorium,1
jawab,4
telefon,1
berlakon,1
delan,1
anak2,3
kompeten,4
pak,3
poket,4
manakala,1
authoriti,1
berpaling,1
memejam,1
menutup,3
membisu,1
laku,1
berpegang,2
teguh,1
prinsip,1
menyelamatkan,1
tercinta,1
dinodai,1
didiri,1
scheme,1
things,1
dijual,2
sokongan,2
berparlimen,1
dilaksanakan,3
dilindungi,1
must,4
applicable,1
mengalami,1
dahsyat,1
empathy,2
pemulihan,2
keutamaan,1
pasti,1
unta,1
saka,1
tempat,2
bincangkan,1
muafakat,1
solusi,1
tepat,2
ketengahkan,1
pengumuman,2
penghujung,1
hate,1
whole,7
fall,2
thu,1
bercakap,2
shj,2
proses,1
bijak,3
tangani,3
wabak,1
bezakan,1
keperluan,2
kehendak,1
sewaktu,1
wajib,2
tampuk,1
manusia,4
masing²,1
neglected,1
ipt,2
school,4
gave,2
burning,1
mentally,5
emotionally,2
every,3
day,8
night,1
countries,3
done,2
arahan,2
sentiasa,3
bertukar,2
lembah,1
klang,1
moga,3
jawapan,2
padang,1
mahsyar,1
sekian,4
agenda,1
kotor,5
kerjaan,1
sngt2,2
melampau,4
yng,2
menyusahkn,1
lame,1
koyak,1
terok,2
macam2,1
rse,1
xsnggup,2
tngok,2
orng2,1
akibatkn,1
dipimpin,2
orng,2
bulan,12
juga,8
jejak,1
salam,1
tangan,1
ayah,4
wfh,1
bermacam,2
kawalan,1
pergerakan,1
keatas,2
believe,1
feels,1
never,4
ending,1
cycle,1
goes,1
pawns,1
numbers,2
deaths,2
snatched,1
vote,1
thieves,1
hoodlums,1
badut,1
jenaka,1
melibatkan,1
punchline,1
jenis,1
taknak,8
hancur,2
terurus,1
berpindah,1
proper,3
save,6
suppose,1
win,2
long,3
ago,2
guess,1
blame,1
darurat,3
mahiaddin,4
control,2
2nd,1
wave,1
pelabur,2
bare,1
minimum,1
fulfilling,1
rakyat’,1
basic,1
acting,1
science,1
logic,1
piss,1
badly,2
harga,2
arti,1
keselamatan,1
sahabat,1
rkyat,1
drpd,3
virus,4
spm,1
meluat,1
back,7
allah,5
alhamdulillah,1
kemudahan,1
cthnya,1
terbatas,1
allahu,1
sediakala,1
kementerian,1
pelajaran,4
bloody,1
stole,1
mandate…,1
sick,3
watching,1
faces,1
forming,1
cabinet,3
decades,1
obsolete,1
something,3
meyakinkan,1
wayang,2
mengharapkan,2
ditangani,1
terbazir,3
umur,2
fresh,2
grad,2
masanya,3
pengalaman,2
tahap,1
sengsara,3
kepentingan,2
politikus,2
posisi,1
akibatnya,1
setahun,8
inisiatif,2
mempertahankan,1
kedudukan,1
taktahu,4
nilai,3
dibuatnya,1
selamatkan,1
tengkuk,1
awak,2
mampos,1
miskin,3
selamanya,1
pikir,2
nape,2
kwsp,2
bntuan,1
zakat,1
etc,1
ngo,1
prog,2
bazir,3
belanja,1
mega,1
sekolah2,1
bleh,2
digunakan,2
felt,2
consumed,1
growing,1
helplessness,1
defeat,1
sucks,1
tinggi2,2
sumbangan,2
berkira,1
ciput,2
tampal,1
gambar,3
kotak,1
takmnjlnkan,1
kuku,2
hitam,3
tamat,1
convo2,1
kawan2,2
inai,1
jam,1
seksa,1
segala2,1
gerak,1
gampang,1
frustrating,3
truly,1
takes,1
pleading,1
begging,1
combat,1
triple,1
habis²,1
bergerak,1
kemain,2
list,3
kne,1
penjara,1
puak,3
bile,5
kertas,1
siasatan,1
kepala,6
bapak,5
kau,14
terbaik,2
atasi,1
terbangang,1
settle2,1
khianat,5
rasulullah,1
saw,1
ajar,2
perjanjian,1
abu,1
jandal,1
berakah,1
bawah,2
penindasan,1
tamak,3
syg,1
diam,3
tanah,4
diratah,1
haloba,1
mencari,3
janda,1
nikah,1
bini,5
kedua,3
ketiga,1
ketika,2
sedang,1
cukup2lah,1
dine,1
strict,1
boleh…,1
mengapa,3
adalah,5
signal,1
parti2,1
bahawa,1
diperlekehkan,1
milik,4
mana2,3
parti,6
dilakukan,1
memimpin,2
idiots,2
punye,1
pendapat,4
dipekakkan,1
didenganya,1
beza,2
bunga,1
taik,3
jgn,3
terkejut,1
pemberontak,1
menindas,5
pulangan,1
struggling,3
umk,1
expensive,1
pay,1
assignment,1
amaun,1
data,3
kadang²,1
gigihkan,1
line,3
point,3
kelayakan,1
sijil,2
budak2,1
pilih,6
fake,2
setiap,4
saja,6
beberapa,2
dimomokkan,1
undang,2
penahanan,1
munasabah,1
pdrm,2
mengambil,2
kira,3
cukuplah,1
complete,1
mess,1
failed,3
citizens,3
times,1
countless,1
chances,1
given,3
seems,1
improving,1
goodness,1
sake,2
wanted,2
asked,1
step,2
waste,1
tax,1
payers,1
urgency,1
suffered,1
dragging,2
buying,1
makes,2
much,5
exhausting,1
deal,2
deals,1
loss,1
loved,2
add,1
words,2
actions,1
helping,2
situation,8
malaysians,5
lead,3
guling,1
apahal,1
hebat,1
sgt,5
dgr,2
tumbang,1
muar,1
kutuk,3
reality,1
check,1
bergaji,3
pakar,1
melarat,1
bring,1
topic,2
ipcmc,1
finally,1
opens,1
anxiety,1
read,1
news,2
look,3
window,1
feel,2
scared,1
safety,1
tampok,1
cakap,5
bglah,1
mencurahkan,1
bakti,1
zaman,4
melalui,1
teladan,1
helpless,2
tlg,1
pijak,1
diff,2
note,1
team,2
may,4
bless,1
msians,1
deserve,6
example,1
inspire,1
sampah,3
attitude,2
memerli,1
elected,1
work,6
obvious,3
tyranny,1
played,1
rule,4
man,1
boils,1
anger,1
berpangkat,1
angkuh,1
serupa,2
bikin,2
cerita,1
kenyangkan,1
taking,4
responsibility,1
admitting,1
faults,1
mistakes,1
relate,1
connect,1
vulnerable,1
together,2
functioning,1
effectively,1
protect,1
improve,1
citizen,1
bullying,1
pockets,1
imagine,2
properly,2
manage,3
moons,1
competence,1
procedure,1
economic,1
condition,2
definitive,1
punco,1
tragedy,1
dek,5
mentadbir,3
mcmni,1
batu,3
senangkan,1
waibee,2
berpenghujung,1
kekalkan,1
performance,1
okay,3
jangan,4
cam,2
penatlahhhh,1
nonsensical,1
lockdowns,3
ruined,3
businesses,1
spiked,1
number,3
suicides,1
destroyed,1
livelihoods,1
took,2
freedoms,1
seek,1
punish,1
fighting,1
place,3
daughters,1
stand,1
sleepless,1
nights,1
burnouts,1
becoming,2
normal,2
tindas,3
media,2
sempurna,1
dipotong,1
komitment,1
dak,2
simpanan,3
hmmm,1
☹️,2
plsss,1
don’,3
lose,2
improvement,3
personal,3
saving,1
pekerja,6
tanggungan,2
diberhentikan,1
idea,5
serius,1
menangani,1
bebankan,1
cacamarba,1
sensitif,2
pekak,3
peka,1
ttg,1
bermain,2
memperbodohkan,2
sape,3
keje,3
hanat,1
utamakan,1
mmg,1
raging,1
that’,3
apparent,1
throughout,1
vaccinated,2
returning,1
office,1
mention,1
great,2
tirelessly,1
path,1
postgraduate,1
programme,1
sesuatu,2
kukuh,1
membuka,1
memgetahui,1
pecah,1
bdk,1
hormat,2
aset,2
berjuta2,1
nye,2
pernindasan,1
malas,2
harta,3
terpkse,1
kluster,5
samaaaa,1
korang,4
rosakkan,1
jaga,6
whatever,1
reasons,6
combined,1
rest,1
equally,1
strong,2
well,1
prepared,2
opposition,2
deceitful,1
para,4
bongkak,2
mengishtharkan,1
perang,1
serta,3
mememtingkan,1
kaptalis,1
semata2,1
menyerah,1
tersayang,1
terkurung,1
sejak,3
method,1
berjaya,1
segi,4
naikkan,1
tarik,1
living,2
cost,1
isi,2
hya,1
xda,3
bertahun,1
bebas,2
reti,3
rugi,2
camtu,1
create,1
memories,1
kesan,1
✊,1
hopeless,2
dead,3
rejim,1
efektif,1
tkde,2
kata,6
caca,1
merba,1
kali,11
psl,2
bincang,2
mendatangkan,1
jangka,3
pendek,1
panjang,3
masalahlah,1
respon,1
kedah,1
instagram,2
rata,2
‘orang,1
tua’,1
unconsciously,1
ini…,1
consciously,1
terdiri,1
kaum,1
melayu,4
cina,1
india,1
suku2,1
sarawak…,1
2019,1
worse,4
khas,1
take,1
conditions,1
maeps,1
failure,1
semblance,1
organisation,1
major,1
quarantine,2
facility,1
reflective,1
larger,1
problem,4
plaguing,1
mengajar,1
sedarkan,1
betapa,1
bangangnya,1
takpa,1
asal,5
soo,1
potential,1
natural,2
resources,1
hardworking,1
workforce,1
extremely,2
safe,3
disasters,1
state,1
heart,1
breaking,2
rising,1
family,4
survive,3
month,2
soon,2
present,1
crisis,4
solution,3
problems,2
ronald,1
reagan,1
former,1
president,1
united,2
states,1
shameless,1
part,2
fikirkan,2
derita,1
salahkan,4
valueless,1
wish,1
lab,1
pembelajaran,1
praktikal,1
menyusahkan,2
akhir,1
agak,2
simulation,1
muat,4
bersabar,1
menunggu,1
tryin,1
ends,1
meet,1
without,4
job,5
lookin,1
building,1
happiness,1
riches,1
top,2
matter,2
sejujurnya,1
emotional,1
sambung,1
nasihat,1
rider,1
ketara,2
takdak,1
sorok2,1
give,4
bodo,7
ingat,2
portray,1
outsiders,1
onar,1
menconteng,1
arang,1
memalukan,2
msia,3
negera,1
berdemokrasi,1
mps,2
gets,1
fine,1
free,2
ipts,1
menteris,1
cannot,3
reconvene,1
fizikal,2
darjat,2
justeru,1
dibodohkan,1
melihat,1
kebodohan,8
huh,1
saat,1
bersusah,1
memikirkan,2
esok,1
seolah,2
olah,2
empati,2
turun²,1
endahkan,2
silap²,1
hari²,1
xdiberi,1
lenang,1
gelak²,1
org²,1
wujud,2
membebankan,1
namun,1
memenuhkan,1
hala,2
tujuan,1
utama,2
isu,5
semasa,3
abah,4
payah,1
berbulan2,1
pinjaman,1
bpr,1
std,1
damn,2
ground,1
recovery,1
justice,3
importantly,1
siang,2
malam,1
cuti,3
kmpg,1
xjumpa,1
maaf,1
pindah,1
ajaklah,1
menjalankan,1
penyelesaian,3
berkesan,1
fasa,1
klu,2
larat,2
kelangsungan,2
tkkn,1
msih,1
berdiam,1
memberikan,1
tuntas,1
dihadapi,1
melakukan,2
berulang,1
tetapi,5
berbeza,1
carca,1
marba,1
keluhan,1
cite,1
sejarah,3
hijack,1
lahhhhhhhhhhhh,1
lama2,1
bermaharajalela,1
berjangkit,1
seterusnya,1
•penyebab,1
•double,1
vip,3
•moratorium,1
interest,3
charge,1
•ramai,1
•,2
pemalas,1
bangsat,3
peruntukan,1
belia,1
kerat,1
kelab,1
pegawai,1
cash,1
simpan,1
peti,1
besi,1
cuci,1
taikun,1
restoran,1
telah,4
mentalnya,1
jiwanya,1
kerjayanya,1
kehidupannya,1
dicakari,1
onak,1
duri,1
tenang,1
bagai,3
lepak,2
minum,1
kopi,1
oppressions,1
lower,1
inefficient,1
decision,3
making,3
all…this,1
isn’,2
kuota,1
budaya,1
decriminalise,1
pembunuhan,1
tahanan,1
pass,1
anti,1
stalking,1
deforestation,1
berpunca,1
kencing,2
atok,5
heran,1
wujudnya,1
politic,1
trash,1
jee,1
caused,1
greed,4
adapt,1
skrng,1
bukanlah,1
dngn,1
segelintir,4
seronok2,1
kesini,1
akhirnya,4
dikenakan,1
ceritanya,1
dll,3
haha,1
except,1
hurts,3
screen,2
pleaseee,1
traumatised,1
clueless,2
bunch,3
wasted,3
…,1
solve,1
hanging,1
otaknye,1
lalu,1
harapkan,1
bisnes,1
kambing,1
perbelanjaan,1
cmni,2
gayanya,1
rasakan,1
pusat,1
kuarantin,1
mostly,4
pkrja,1
kontak,2
rapat,2
person,1
bcs,3
official,1
bcome,1
suicidal,1
❤️,2
bukak,2
disengajakan,1
means,2
yes,2
yapi,1
menambah,1
sepanjang,1
‘’,1
kot,1
normally,1
vacation,1
fuck,3
sial,3
suruh,4
memilih,1
planning,2
transparency,2
legit,1
reasoning,1
keluarkan,1
condescending,1
arguments,1
active,1
bertindak,2
budget,1
allocation,1
wealthy,1
privilege,1
sitting,1
january,1
besarkan,1
telo,1
seronoklah,1
puluh,1
kebulur,1
latihan,1
company,1
freeze,1
kemasukkan,1
apatah,1
amik,3
intern,1
barua,2
syok,1
merosakkan,1
spesis,1
terpaling,1
