id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1411464019366408193,1411300473882116100,2021-07-04 07:17:00 +08,2021-07-04,07:17:00,+0800,949643534935576576,hanifmhassan97,Muhamad Hanif,,@SyedSaddiq Saja lawan. Tak dak benda apa nak buat. Boring,in,[],[],[],0,0,0,[],[],https://twitter.com/hanifmhassan97/status/1411464019366408193,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411461026092965891,1411300473882116100,2021-07-04 07:05:06 +08,2021-07-04,07:05:06,+0800,1388827541473955843,penasuria,syaza ♒️ 🏴🏴,,"@SyedSaddiq 4. White flag pun dipoliticise, MB nak save face sanggup tak kasi #RakyatJagaRakyat sbb kami penat dgn #KerajaanBangsat.   Sekian, saya akan teruskan #lawan kerana saya inginkan masa hadapan yang cerah untuk rakyat. it’s up to us, no government is gonna save us.",in,[],[],[],0,0,0,"['rakyatjagarakyat', 'kerajaanbangsat', 'lawan']",[],https://twitter.com/penasuria/status/1411461026092965891,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411460511775039491,1411300473882116100,2021-07-04 07:03:04 +08,2021-07-04,07:03:04,+0800,1388827541473955843,penasuria,syaza ♒️ 🏴🏴,,"@SyedSaddiq 3. Double standard, MPs boleh ke pesta durian, ada secret meetings, hantar anak ke France semasa PKP/PKPD. SOP mana? mengapa mereka tidak disaman atau dipersoalkan oleh PDRM.",in,[],[],[],0,0,0,[],[],https://twitter.com/penasuria/status/1411460511775039491,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411458721650077696,1411300473882116100,2021-07-04 06:55:57 +08,2021-07-04,06:55:57,+0800,1388827541473955843,penasuria,syaza ♒️ 🏴🏴,,"@SyedSaddiq 1. Kerana ahli-ahli politik yang tidak berperikemanusiaan, yang tidak mendahului rakyat dan menggunakan  agama Islam sebagai alat politik.  2. Sistem yang tidak transparent lagi-lagi program vaksin yang lambat dan tidak cukup effektif.  #BenderaHitam #Lawan",in,[],[],[],0,1,2,"['benderahitam', 'lawan']",[],https://twitter.com/penasuria/status/1411458721650077696,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411457203878330368,1411336355666219010,2021-07-04 06:49:55 +08,2021-07-04,06:49:55,+0800,1388756304005525504,belinda98199656,whosthatgirl,,"@SyedSaddiq Or maybe they went to have another durian party? it is durian season after all... who can resist musang king? from Batu Pahat to Kuala Lumpur sama jerr, got power and status break SOP no issue. No one dares compound Ministers la 😈",en,[],[],[],0,0,0,[],[],https://twitter.com/Belinda98199656/status/1411457203878330368,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411455784848822276,1411300473882116100,2021-07-04 06:44:17 +08,2021-07-04,06:44:17,+0800,1446057973,hnazurah,HNazurah,,"@SyedSaddiq 1. PKP yg tak sudah atas k3bodohan KEBANYAKAN menteri  2. Children lost their childhood normal lives that is important for their development  3. Bantuan yang diberi hanya bila didesak untuk kepentingan politik 4. Semua perkara nak dipolitikkan, belum part tunggang agama lagi.",in,[],[],[],0,0,0,[],[],https://twitter.com/hnazurah/status/1411455784848822276,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411455760496689155,1411336355666219010,2021-07-04 06:44:11 +08,2021-07-04,06:44:11,+0800,1388756304005525504,belinda98199656,whosthatgirl,,@SyedSaddiq Maybe it's categorised under essential services?! These oldies are not savvy with technology and probably have not used zoom or goole meet without their aides to assist. #MalaysiaBoleh,en,[],[],[],0,0,0,['malaysiaboleh'],[],https://twitter.com/Belinda98199656/status/1411455760496689155,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411449153788399617,1411300473882116100,2021-07-04 06:17:56 +08,2021-07-04,06:17:56,+0800,1394913547847540739,oscardieselwong,Oscar Wong Shi Guo,,"@SyedSaddiq This is not the government that we all voted for! That's the main problem. Not voted, not doing a good job, not responsible, NO HONESTY! Lies after lies! #KerajaanBangsat",en,[],[],[],0,0,0,['kerajaanbangsat'],[],https://twitter.com/OscarDieselWong/status/1411449153788399617,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411448338298269697,1411192450954121219,2021-07-04 06:14:41 +08,2021-07-04,06:14:41,+0800,114983317,danialkashfi,DanialKashfi,,@SyedSaddiq @nrulsyafizaaa Jenis rasa dh contribute bnyk sgt.. nauzubillahiminzalik,in,[],[],[],0,0,0,[],[],https://twitter.com/danialkashfi/status/1411448338298269697,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}, {'screen_name': 'nrulsyafizaaa', 'name': 'Syafiza Jamil 🇰🇼', 'id': '4641457986'}]",,,,
1411447897862799362,1411300473882116100,2021-07-04 06:12:56 +08,2021-07-04,06:12:56,+0800,1031797724,turn_e,LookAtYou,,"@SyedSaddiq 14. Tiada lagi gejala kena raikan menteri datang majlis.  15. Pendidikan dan perubatan malaysia terjejas teruk. 16. Perumahan tak terarah. Tanah dijual ke warga asing 17. Hutang negara banyak tapi gaji menteri tak nak turun. 18. Perlukan new face, new malaysia",in,[],[],[],0,0,0,[],[],https://twitter.com/Turn_E/status/1411447897862799362,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411445725221646336,1411300473882116100,2021-07-04 06:04:18 +08,2021-07-04,06:04:18,+0800,1031797724,turn_e,LookAtYou,,"@SyedSaddiq 8. Perlukan menteri kayakan rakyat bukan kluarga sendiri. 9. Tak dapat tngani covid19 10. Penunggang agama, bangsa dan negara 11. Struktur balik fungsi raja dan elaun mereka. Raja bukan maksum. Raja bukan dipilih Tuhan 12. Ramai bunuh diri 13. SOP mengarut. Semua jadi palatao",in,[],[],[],0,0,0,[],[],https://twitter.com/Turn_E/status/1411445725221646336,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411444761907453952,1411300473882116100,2021-07-04 06:00:29 +08,2021-07-04,06:00:29,+0800,882482766482251776,kembarasaga,the professor 🇲🇾🇲🇾🇲🇾,,"@SyedSaddiq Kami nak balik kampung, ziarah saudara pun kami tahan demi untuk bersama bantu barisan hadap an Dan negara. Malang ya MP kami bercuti Di NZ  cuti 2 bulan anak study oversea, cuti tajaan ke turkey. Kalau kerja ke luar hegara, mesyuarat Di zoom. Mereke dahulu kan rakyat konon",in,[],[],[],1,0,0,[],[],https://twitter.com/Kembarasaga/status/1411444761907453952,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411444383358939139,1411300473882116100,2021-07-04 05:58:59 +08,2021-07-04,05:58:59,+0800,1031797724,turn_e,LookAtYou,,@SyedSaddiq 1. Gaji/elaun menteri dan yb terlampau tinggi 2. Rendahkan umur pencen untuk bagi next generation 3. Politik kotor 4. Gaji pekerja terlalu rendah/ jurang gaji melampau 5. Tanah Malaysia rosak dan musnah 6. Aset negara habis 7. Kurangkan bangunan.Banyakkan maintaning tmpat sejarah,in,[],[],[],0,0,0,[],[],https://twitter.com/Turn_E/status/1411444383358939139,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411443760865574912,1411300473882116100,2021-07-04 05:56:30 +08,2021-07-04,05:56:30,+0800,1191376020231688192,asyrafunk,Asyrafunk,,@SyedSaddiq we are tired of these politics. we dont want our efforts to be in vain anymore. enough 1yr+ wasted. last year we tried to get back on track after the 1st lockdown. but it all went into the drain after PRN SABAH and worsen till today! and all the politicians are just selfish,en,[],[],[],0,0,1,[],[],https://twitter.com/asyrafunk/status/1411443760865574912,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411441028213530624,1411336355666219010,2021-07-04 05:45:39 +08,2021-07-04,05:45:39,+0800,491401843,raze2762_harman,Raze,,"@SyedSaddiq No we can't as Covid 19 virus knew and shy away I guess bus all this people are high profile namely minister, deputy minister and MP's along with their cronies have special immunities.",en,[],[],[],0,0,0,[],[],https://twitter.com/raze2762_harman/status/1411441028213530624,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411431178184265730,1411300473882116100,2021-07-04 05:06:30 +08,2021-07-04,05:06:30,+0800,343552804,mirzaafiqbeg,Mirza Afiq Beg,,"@SyedSaddiq Just click on one of the trending topic hashtags YB. Almost everyday, same narrative. Tak caya tunggu siang nanti.",en,[],[],[],0,0,0,[],[],https://twitter.com/MirzaAfiqBeg/status/1411431178184265730,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411423651518291968,1411300473882116100,2021-07-04 04:36:36 +08,2021-07-04,04:36:36,+0800,53133108,zainaladzam,#IdealogiKini 🇲🇾,,@SyedSaddiq I need a solid and formidable government.,en,[],[],[],0,0,0,[],[],https://twitter.com/ZainalAdzam/status/1411423651518291968,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411422407416422401,1411300473882116100,2021-07-04 04:31:39 +08,2021-07-04,04:31:39,+0800,2551675231,izr4m,izzram,,"@SyedSaddiq sebab dorang tak berkat, datang dari cara yang haram. 😢",in,[],[],[],0,0,0,[],[],https://twitter.com/izr4m/status/1411422407416422401,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411418696388530180,1411192450954121219,2021-07-04 04:16:54 +08,2021-07-04,04:16:54,+0800,1370366137414737923,fairuz_mh,Ben Nadl,,@SyedSaddiq claim jgn xclaim suuu,in,[],[],[],0,0,0,[],[],https://twitter.com/fairuz_mh/status/1411418696388530180,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411418324878036997,1411300473882116100,2021-07-04 04:15:26 +08,2021-07-04,04:15:26,+0800,1148191723434020867,admluq,𝕬𝖉𝖆𝖒,,"@SyedSaddiq Suara-suara itu tak bisa dipenjarakan, di sana bersemayam kemerdekaan, apabila engkau memaksa diam, aku siapkan untukmu: pemberontakan!  Checkout our new release 🔥  TUKE - GAGAL ft Cerulean. (Dir. &amp; Prod. VAXTOR)   https://t.co/NoCPDX38rV  https://t.co/0j8DMd2acN",in,[],['https://youtu.be/QZtSrpgAtHY'],[],0,0,1,[],[],https://twitter.com/admluq/status/1411418324878036997,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1411418302992191492/pu/img/yrzGqsJtNiXV4xK-.jpg,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411414823447891972,1411300473882116100,2021-07-04 04:01:31 +08,2021-07-04,04:01:31,+0800,316543698,ahsanlee,AL,,@SyedSaddiq kangkung dulu naik skrg dah turun #seluarsedut,in,[],[],[],0,0,0,['seluarsedut'],[],https://twitter.com/AhsanLee/status/1411414823447891972,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411414305044455426,1411300473882116100,2021-07-04 03:59:27 +08,2021-07-04,03:59:27,+0800,1277902249298018305,sachwir,sachwir singh,,@SyedSaddiq What else do you want us to do?,en,[],[],[],0,0,0,[],[],https://twitter.com/sachwir/status/1411414305044455426,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411413893260271618,1411336355666219010,2021-07-04 03:57:49 +08,2021-07-04,03:57:49,+0800,246232280,adamsctt,Adam Scott,,"@SyedSaddiq PDRM kan anjing politician. Dekat rakyat bukan main lagi monster acah2 garang.. Bila jumpa Dato sket, terus telur terjatuh mattt.. fuck off ahh, Sama je semua! Telus la sangat 🖕🏿🖕🏿🖕🏿",in,[],[],[],0,0,0,[],[],https://twitter.com/AdamSctt/status/1411413893260271618,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411413433161973760,1411336355666219010,2021-07-04 03:55:59 +08,2021-07-04,03:55:59,+0800,400473050,hazimjamaludin,hazim jamaludin,,@SyedSaddiq @blac_K_amil Bendera hitam cepat2 siasat.. Ford ranger Durian Berkumpul dekat rumah kena tunggu siasatan..  demn,in,[],[],[],0,0,1,[],[],https://twitter.com/HazimJamaludin/status/1411413433161973760,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}, {'screen_name': 'blac_K_amil', 'name': '-Ka El-', 'id': '982278660'}]",,,,
1411412716070203392,1411300473882116100,2021-07-04 03:53:08 +08,2021-07-04,03:53:08,+0800,1453990572,_rodahidup,🇲🇾AHS🇲🇾,,@SyedSaddiq Siapa #Lawan?  Saya #Kawan!  Jalan keluar hanyalah VAKSIN bukan political murahan.   Mane janji #PRU14?,in,[],[],[],0,0,0,"['lawan', 'kawan', 'pru14']",[],https://twitter.com/_rodahidup/status/1411412716070203392,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411412676501114880,1411300473882116100,2021-07-04 03:52:59 +08,2021-07-04,03:52:59,+0800,2937254010,irsyadasfihan,chad,,@SyedSaddiq Sebab dah penat tengok orang tua bodoh memerintah,in,[],[],[],1,0,0,[],[],https://twitter.com/IrsyadAsfihan/status/1411412676501114880,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411410748572459010,1411300473882116100,2021-07-04 03:45:19 +08,2021-07-04,03:45:19,+0800,1077967660573351936,gummycammy,gummy.cammy,,"@SyedSaddiq @Afiq_aznan It all started again bcs of #kerajaangagal and here we are, tanggung everything.. senang la pak menteri, gaji on going.. kami yang business? Duit tak masuk, tapi still kena bayar gaji pekerja.",in,[],[],[],0,1,2,['kerajaangagal'],[],https://twitter.com/GummyCammy/status/1411410748572459010,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}, {'screen_name': 'Afiq_aznan', 'name': 'Afiq.nan', 'id': '711435299037941761'}]",,,,
1411409618958381057,1411300473882116100,2021-07-04 03:40:50 +08,2021-07-04,03:40:50,+0800,1957033855,salinaahmad90,sampuihhh,,"@SyedSaddiq Buat diploma/degree from home ""boleh pulak kerajaan umumkan tiada kenaikan yuran"" perlu ke nak naik time2 covid ni? bukan yuran kena tolak or disc ke??? Memang  menguji kesabaran la bapak bapak menteri ni!",in,[],[],[],0,0,0,[],[],https://twitter.com/salinaahmad90/status/1411409618958381057,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411406554046238720,1411300473882116100,2021-07-04 03:28:39 +08,2021-07-04,03:28:39,+0800,32474838,ikmalhi,Al Pacone 🏴🏴🏴,,@SyedSaddiq Saya tak lawan. Saya #Pause,in,[],[],[],0,0,0,['pause'],[],https://twitter.com/ikmalhi/status/1411406554046238720,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411406459766665216,1408704460176588804,2021-07-04 03:28:17 +08,2021-07-04,03:28:17,+0800,815775760325570560,ikhwanrosli7,ikhwan.rosli,,@SyedSaddiq @eisyazainal,und,[],[],[],0,0,0,[],[],https://twitter.com/ikhwanrosli7/status/1411406459766665216,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411405130553978884,1411300473882116100,2021-07-04 03:23:00 +08,2021-07-04,03:23:00,+0800,1238986357,rei_yoshiki,Rei,,@SyedSaddiq Two answer 1. Double standards 2. Refer to no 1,en,[],[],[],0,1,3,[],[],https://twitter.com/rei_yoshiki/status/1411405130553978884,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411403231268245508,1411300473882116100,2021-07-04 03:15:27 +08,2021-07-04,03:15:27,+0800,1315378502619729920,fxrdraptor,Fxrdraptor,,@SyedSaddiq Darah pahlawan mengalir dalam badan.. turun temurun dari nenek moyang.. hanya ingin memperjuang kan kebenaran dan keadilan demi tanah air ku di masa hadapan..,in,[],[],[],0,0,0,[],[],https://twitter.com/fxrdraptor/status/1411403231268245508,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411402108289490944,1411300473882116100,2021-07-04 03:10:59 +08,2021-07-04,03:10:59,+0800,2391108529,blvckbvnny,youfoundme:),,@SyedSaddiq Serious ah..? Penat nak jawab. Banyak sangat sebab kami #Lawan ..,in,[],[],[],0,0,0,['lawan'],[],https://twitter.com/blvckbvnny/status/1411402108289490944,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411400552747913216,1411300473882116100,2021-07-04 03:04:48 +08,2021-07-04,03:04:48,+0800,481830610,khairulafizmy,KY,,"@SyedSaddiq Kerajaan x brjiwa rakyat Fail handle covid cases Nampak sgt gila kuasanya Double standard  Nak jd kerajaan ni as long you jaga/dgr rakyat dan tnjukkn, terangkan secara logik stiap tindakkan yg diambil dlm mngurus/memajukn negara. InsyaAllah boleh dpt sokongan rakyat.",in,[],[],[],0,0,0,[],[],https://twitter.com/KhairulafizMY/status/1411400552747913216,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411399662465011712,1411300473882116100,2021-07-04 03:01:16 +08,2021-07-04,03:01:16,+0800,827039454,ehsanshah7,Ehsanshah Azhar,,@SyedSaddiq Punca kau dengan kuncu2 kau laa..lepastu atuk resign..pastu abah kau pulak khianat..pastu nak salahkan rakyat asal undi abah kau..ahh lancau laa ni semua..,in,[],[],[],0,0,0,[],[],https://twitter.com/ehsanshah7/status/1411399662465011712,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411398329754263552,1411300473882116100,2021-07-04 02:55:58 +08,2021-07-04,02:55:58,+0800,952185357876977664,hafizudindzul,Fiz,,"@SyedSaddiq Apa malapetaka yang kerajaan buat hanya untuk sehari dah jadikan rakyat hilang sabar, inikan 7 bulan yang takde hasil pon. Lagi parah ada la",in,[],[],[],0,0,0,[],[],https://twitter.com/Hafizudindzul/status/1411398329754263552,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411397378431721473,1411300473882116100,2021-07-04 02:52:12 +08,2021-07-04,02:52:12,+0800,1715781289,amyrulafiq,Marco,,@SyedSaddiq Penat lah cirit birit banyak kali. Hmmmm,in,[],[],[],0,0,0,[],[],https://twitter.com/amyrulafiq/status/1411397378431721473,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411397173535657985,1411192450954121219,2021-07-04 02:51:23 +08,2021-07-04,02:51:23,+0800,818400969788571649,momochi906,Momochi 🐆,,@SyedSaddiq Kita boleh solat 60 tahun tapi kita boleh masuk neraka sebab angkuh.,in,[],[],[],0,0,0,[],[],https://twitter.com/momochi906/status/1411397173535657985,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
1411397136483192836,1411300473882116100,2021-07-04 02:51:14 +08,2021-07-04,02:51:14,+0800,1392407601497788417,msyatiihalil,Ms Yatiihalil 🇵🇸🇲🇾,,@SyedSaddiq 1. SOP yang tak menjadi jadi 2. Tak dengar suara rakyat 3. Bermain politik kotor dan memperbodohkan rakyat 4. KAMI NAK BELAJAR DI KAMPUS DAN SEKOLAH SEMULA! 5. Semakin ramai yang gadaikan harta dek hilang punca pendapatan.  6. GILA KUASA DAN SILA TURUN DARI KEKUASAAN MELAMPAU!,in,[],[],[],0,1,0,[],[],https://twitter.com/msyatiihalil/status/1411397136483192836,False,,0,,,,,,,,"[{'screen_name': 'SyedSaddiq', 'name': 'Syed Saddiq', 'id': '467075090'}]",,,,
